PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,SOC_CODE,TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,H_MEDIAN,A_MEDIAN
OH,0,Cross-industry,cross-industry,1235,47-2022.00,Stonemasons,detailed,..,..,..,..,20.64,42940,18.52,38520
OH,0,Cross-industry,cross-industry,1235,47-2031.00,Carpenters,detailed,16960,4.2,3.261,0.69,24.81,51600,23.17,48190
OH,0,Cross-industry,cross-industry,1235,47-2041.00,Carpet Installers,detailed,520,16.1,0.099,0.71,21.03,43740,18.74,38980
OH,0,Cross-industry,cross-industry,1235,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,710,19.4,0.137,1.05,24.23,50390,23.11,48060
OH,0,Cross-industry,cross-industry,1235,47-2044.00,Tile and Stone Setters,detailed,790,15.3,0.152,0.52,24.52,51010,23.19,48240
OH,0,Cross-industry,cross-industry,1235,47-2051.00,Cement Masons and Concrete Finishers,detailed,4470,10.2,0.859,0.65,25.14,52280,23.33,48530
OH,0,Cross-industry,cross-industry,1235,47-2061.00,Construction Laborers,detailed,32330,2.7,6.216,0.9,23.11,48060,22.22,46210
OH,0,Cross-industry,cross-industry,1235,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",detailed,1350,15.7,0.259,0.82,24.26,50470,23.06,47960
OH,0,Cross-industry,cross-industry,1235,47-2073.00,Operating Engineers and Other Construction Equipment Operators,detailed,13520,3.5,2.599,0.9,28.74,59770,28.5,59280
OH,0,Cross-industry,cross-industry,1235,47-2081.00,Drywall and Ceiling Tile Installers,detailed,920,11.7,0.177,0.26,25.59,53220,23.11,48060
OH,0,Cross-industry,cross-industry,1235,47-2082.00,Tapers,detailed,140,19.1,0.026,0.25,27.64,57480,29.09,60500
OH,0,Cross-industry,cross-industry,1235,47-2111.00,Electricians,detailed,23890,2,4.593,0.99,27.94,58120,28.55,59380
OH,0,Cross-industry,cross-industry,1235,47-2121.00,Glaziers,detailed,1680,9,0.322,0.86,25.69,53440,23.92,49750
OH,0,Cross-industry,cross-industry,1235,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",detailed,1390,15.2,0.266,1.24,23.34,48550,22.04,45850
OH,0,Cross-industry,cross-industry,1235,47-2132.00,"Insulation Workers, Mechanical",detailed,690,23.1,0.133,0.67,27.75,57710,28.76,59810
OH,0,Cross-industry,cross-industry,1235,47-2141.00,"Painters, Construction and Maintenance",detailed,5500,4.4,1.057,0.7,21.74,45210,22.21,46200
OH,0,Cross-industry,cross-industry,1235,47-2142.00,Paperhangers,detailed,120,28.6,0.022,1.34,21.86,45480,22.7,47210
OH,0,Cross-industry,cross-industry,1235,47-2151.00,Pipelayers,detailed,590,14,0.114,0.48,24.21,50350,22.86,47550
OH,0,Cross-industry,cross-industry,1235,47-2152.00,"Plumbers, Pipefitters, and Steamfitters",detailed,12430,7.2,2.389,0.81,30.18,62780,29.65,61670
OH,0,Cross-industry,cross-industry,1235,47-2161.00,Plasterers and Stucco Masons,detailed,310,42.2,0.059,0.31,20.74,43140,20.55,42750
OH,0,Cross-industry,cross-industry,1235,47-2171.00,Reinforcing Iron and Rebar Workers,detailed,..,..,..,..,33.37,69410,30.08,62570
OH,0,Cross-industry,cross-industry,1235,47-2181.00,Roofers,detailed,4840,4.8,0.931,1.01,22.25,46270,22.53,46870
OH,0,Cross-industry,cross-industry,1235,47-2211.00,Sheet Metal Workers,detailed,3490,11.6,0.67,0.77,27.18,56540,28.24,58750
OH,0,Cross-industry,cross-industry,1235,47-2221.00,Structural Iron and Steel Workers,detailed,3320,10.7,0.638,1.31,29.6,61570,29.44,61240
OH,0,Cross-industry,cross-industry,1235,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed,520,17.6,0.1,0.77,20.9,43470,18.33,38130
OH,0,Cross-industry,cross-industry,1235,47-3012.00,Helpers--Carpenters,detailed,390,24.1,0.075,0.38,15.87,33020,14.38,29920
OH,0,Cross-industry,cross-industry,1235,47-3013.00,Helpers--Electricians,detailed,1320,16.2,0.253,0.49,16.33,33970,14.77,30710
OH,0,Cross-industry,cross-industry,1235,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",detailed,110,44.4,0.022,0.35,16.25,33800,14.99,31170
OH,0,Cross-industry,cross-industry,1235,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,750,31.9,0.144,0.44,16.36,34030,16.28,33860
OH,0,Cross-industry,cross-industry,1235,47-3016.00,Helpers--Roofers,detailed,..,..,..,..,17.78,36970,17.97,37370
OH,0,Cross-industry,cross-industry,1235,47-3019.00,"Helpers, Construction Trades, All Other",detailed,320,16.3,0.061,0.31,15.85,32960,17.01,35370
OH,0,Cross-industry,cross-industry,1235,47-4011.00,Construction and Building Inspectors,detailed,3260,7.2,0.626,0.75,30.56,63550,29.41,61170
OH,0,Cross-industry,cross-industry,1235,47-4021.00,Elevator and Escalator Installers and Repairers,detailed,880,26.6,0.169,1.06,45.06,93720,47.24,98270
OH,0,Cross-industry,cross-industry,1235,47-4031.00,Fence Erectors,detailed,420,30.4,0.081,0.47,20.82,43300,19.33,40200
OH,0,Cross-industry,cross-industry,1235,47-4041.00,Hazardous Materials Removal Workers,detailed,2290,13.1,0.44,1.4,26.59,55310,23.09,48020
OH,0,Cross-industry,cross-industry,1235,47-4051.00,Highway Maintenance Workers,detailed,6730,6.9,1.294,1.29,21.44,44590,22.47,46730
OH,0,Cross-industry,cross-industry,1235,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,detailed,..,..,..,..,27.42,57030,27.16,56480
OH,0,Cross-industry,cross-industry,1235,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,1350,7.6,0.261,1.28,22.32,46430,22.62,47060
OH,0,Cross-industry,cross-industry,1235,47-4090.00,Miscellaneous Construction and Related Workers,detailed,870,15.4,0.167,0.76,18.44,38360,17.75,36920
OH,0,Cross-industry,cross-industry,1235,47-5011.00,"Derrick Operators, Oil and Gas",detailed,80,11,0.015,0.27,22.74,47300,23.22,48300
OH,0,Cross-industry,cross-industry,1235,47-5012.00,"Rotary Drill Operators, Oil and Gas",detailed,210,21.7,0.039,0.5,25.19,52400,23.35,48570
OH,0,Cross-industry,cross-industry,1235,47-5013.00,"Service Unit Operators, Oil and Gas",detailed,320,18.8,0.062,0.26,21.15,43980,22.47,46740
OH,0,Cross-industry,cross-industry,1235,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",detailed,440,23.4,0.084,0.33,22.02,45800,22.8,47420
OH,0,Cross-industry,cross-industry,1235,47-5023.00,"Earth Drillers, Except Oil and Gas",detailed,430,23.7,0.084,0.75,23.78,49460,23.11,48060
OH,0,Cross-industry,cross-industry,1235,47-5041.00,Continuous Mining Machine Operators,detailed,170,30.6,0.033,0.31,27.21,56600,29.09,60510
OH,0,Cross-industry,cross-industry,1235,47-5051.00,"Rock Splitters, Quarry",detailed,90,31.6,0.017,0.55,19.44,40440,18.23,37910
OH,0,Cross-industry,cross-industry,1235,47-5071.00,"Roustabouts, Oil and Gas",detailed,390,16,0.074,0.3,18.34,38150,17.96,37350
OH,0,Cross-industry,cross-industry,1235,49-0000.00,"Installation, Maintenance, and Repair Occupations",major,203870,1.1,39.198,0.99,24.64,51240,22.98,47810
OH,0,Cross-industry,cross-industry,1235,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,16900,2.1,3.25,0.87,34.5,71750,31.22,64940
OH,0,Cross-industry,cross-industry,1235,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",detailed,2010,8.2,0.387,0.63,20.58,42800,18.37,38200
OH,0,Cross-industry,cross-industry,1235,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",detailed,840,27.6,0.161,1.66,29.53,61420,28.88,60060
OH,0,Cross-industry,cross-industry,1235,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,3650,10.2,0.702,0.57,29.22,60790,29.2,60730
OH,0,Cross-industry,cross-industry,1235,49-2091.00,Avionics Technicians,detailed,350,28.3,0.066,0.49,28.79,59880,28.56,59400
OH,0,Cross-industry,cross-industry,1235,49-2092.00,"Electric Motor, Power Tool, and Related Repairers",detailed,300,18,0.057,0.5,23.55,48990,23.38,48630
OH,0,Cross-industry,cross-industry,1235,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",detailed,280,5,0.053,0.7,33.82,70340,30.03,62450
OH,0,Cross-industry,cross-industry,1235,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,1380,12.3,0.265,0.74,27.67,57560,29.07,60460
OH,0,Cross-industry,cross-industry,1235,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,630,13.6,0.122,0.76,40.37,83970,38.58,80250
OH,0,Cross-industry,cross-industry,1235,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",detailed,280,30.6,0.055,0.86,19.73,41030,18.2,37860
OH,0,Cross-industry,cross-industry,1235,49-2097.00,Audiovisual Equipment Installers and Repairers,detailed,800,38,0.153,1,21.05,43780,21.68,45080
OH,0,Cross-industry,cross-industry,1235,49-2098.00,Security and Fire Alarm Systems Installers,detailed,2230,5.6,0.428,0.78,23.33,48530,22.96,47750
OH,0,Cross-industry,cross-industry,1235,49-3011.00,Aircraft Mechanics and Service Technicians,detailed,3120,4.8,0.601,0.67,32.37,67340,30.27,62960
OH,0,Cross-industry,cross-industry,1235,49-3021.00,Automotive Body and Related Repairers,detailed,4730,5.6,0.91,0.93,22.45,46690,22.42,46640
OH,0,Cross-industry,cross-industry,1235,49-3022.00,Automotive Glass Installers and Repairers,detailed,680,22.4,0.13,1.13,20.78,43210,22.45,46700
OH,0,Cross-industry,cross-industry,1235,49-3023.00,Automotive Service Technicians and Mechanics,detailed,24610,2.5,4.732,1.06,21.34,44390,19.42,40390
OH,0,Cross-industry,cross-industry,1235,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,11400,4.3,2.193,1.18,23.76,49430,23,47840
OH,0,Cross-industry,cross-industry,1235,49-3041.00,Farm Equipment Mechanics and Service Technicians,detailed,1120,9.8,0.215,0.87,21.08,43850,21.72,45180
OH,0,Cross-industry,cross-industry,1235,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,4290,6.5,0.824,0.8,26.7,55540,24.97,51940
OH,0,Cross-industry,cross-industry,1235,49-3043.00,Rail Car Repairers,detailed,710,14,0.136,0.84,25.03,52060,22.86,47540
OH,0,Cross-industry,cross-industry,1235,49-3051.00,Motorboat Mechanics and Service Technicians,detailed,420,12.6,0.08,0.49,21.81,45370,22.39,46570
OH,0,Cross-industry,cross-industry,1235,49-3052.00,Motorcycle Mechanics,detailed,450,10.3,0.086,0.81,19.5,40560,17.95,37340
OH,0,Cross-industry,cross-industry,1235,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,1510,8.2,0.291,1.18,16.73,34800,17.32,36020
OH,0,Cross-industry,cross-industry,1235,49-3091.00,Bicycle Repairers,detailed,380,29.5,0.073,0.7,14.78,30750,14.34,29820
OH,0,Cross-industry,cross-industry,1235,49-3092.00,Recreational Vehicle Service Technicians,detailed,480,11.9,0.092,0.81,19.83,41250,17.81,37050
OH,0,Cross-industry,cross-industry,1235,49-3093.00,Tire Repairers and Changers,detailed,2690,11.2,0.517,0.78,15.09,31380,14.51,30170
OH,0,Cross-industry,cross-industry,1235,49-9011.00,Mechanical Door Repairers,detailed,1070,18.5,0.206,1.25,21.2,44100,19.36,40260
OH,0,Cross-industry,cross-industry,1235,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,1220,12.9,0.234,0.74,32.02,66600,34.71,72200
OH,0,Cross-industry,cross-industry,1235,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,11580,6.5,2.226,0.88,25.34,52710,23.47,48810
OH,0,Cross-industry,cross-industry,1235,49-9031.00,Home Appliance Repairers,detailed,920,8.8,0.177,0.89,21.28,44260,21.98,45720
OH,0,Cross-industry,cross-industry,1235,49-9041.00,Industrial Machinery Mechanics,detailed,17690,3.1,3.401,1.28,27.74,57690,28.74,59790
OH,0,Cross-industry,cross-industry,1235,49-9043.00,"Maintenance Workers, Machinery",detailed,1720,7.3,0.331,0.81,28.2,58660,26.28,54670
OH,0,Cross-industry,cross-industry,1235,49-9044.00,Millwrights,detailed,2730,12.7,0.524,1.88,31.95,66450,30.12,62650
OH,0,Cross-industry,cross-industry,1235,49-9051.00,Electrical Power-Line Installers and Repairers,detailed,4240,5.4,0.815,0.93,37.41,77820,38.13,79310
OH,0,Cross-industry,cross-industry,1235,49-9052.00,Telecommunications Line Installers and Repairers,detailed,2930,10.1,0.564,0.78,23.32,48510,22.85,47520
OH,0,Cross-industry,cross-industry,1235,49-9061.00,Camera and Photographic Equipment Repairers,detailed,40,37.8,0.008,0.5,15.25,31730,15.42,32080
OH,0,Cross-industry,cross-industry,1235,49-9062.00,Medical Equipment Repairers,detailed,2490,13.3,0.479,1.26,28.37,59010,28.82,59950
OH,0,Cross-industry,cross-industry,1235,49-9063.00,Musical Instrument Repairers and Tuners,detailed,220,19,0.042,1.04,16.06,33400,14.31,29770
OH,0,Cross-industry,cross-industry,1235,49-9064.00,Watch and Clock Repairers,detailed,110,19.4,0.021,1.47,19.6,40770,17.01,35380
OH,0,Cross-industry,cross-industry,1235,49-9069.00,"Precision Instrument and Equipment Repairers, All Other",detailed,410,16.6,0.078,0.99,29.21,60750,28.92,60160
OH,0,Cross-industry,cross-industry,1235,49-9071.00,"Maintenance and Repair Workers, General",detailed,61600,1.6,11.844,1.18,21.69,45110,22.36,46510
OH,0,Cross-industry,cross-industry,1235,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,770,21.9,0.148,0.76,18.57,38620,17.73,36870
OH,0,Cross-industry,cross-industry,1235,49-9094.00,Locksmiths and Safe Repairers,detailed,520,14.6,0.1,0.92,21.39,44490,22.66,47120
OH,0,Cross-industry,cross-industry,1235,49-9096.00,Riggers,detailed,150,21.5,0.028,0.22,24.62,51200,27.62,57460
OH,0,Cross-industry,cross-industry,1235,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",detailed,1300,10.3,0.25,0.4,17.15,35680,17.47,36330
OH,0,Cross-industry,cross-industry,1235,49-9099.00,"Installation, Maintenance, and Repair Workers, All Other",detailed,5600,8.1,1.076,0.92,20.72,43100,18.4,38280
OH,0,Cross-industry,cross-industry,1235,51-0000.00,Production Occupations,major,466570,0.6,89.707,1.5,20.18,41980,18.13,37710
OH,0,Cross-industry,cross-industry,1235,51-1011.00,First-Line Supervisors of Production and Operating Workers,detailed,32390,1.5,6.228,1.39,31.32,65150,29.48,61310
OH,0,Cross-industry,cross-industry,1235,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",detailed,..,..,..,..,16.38,34080,17.13,35620
OH,0,Cross-industry,cross-industry,1235,51-2021.00,"Coil Winders, Tapers, and Finishers",detailed,540,14.3,0.104,1.32,19.05,39610,18.35,38160
OH,0,Cross-industry,cross-industry,1235,51-2028.00,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",detailed,12750,4.9,2.451,1.27,17.68,36780,17.51,36420
OH,0,Cross-industry,cross-industry,1235,51-2031.00,Engine and Other Machine Assemblers,detailed,8010,6.7,1.539,4.72,24.32,50590,23.69,49280
OH,0,Cross-industry,cross-industry,1235,51-2041.00,Structural Metal Fabricators and Fitters,detailed,1870,9.8,0.359,0.83,20.95,43570,21.18,44060
OH,0,Cross-industry,cross-industry,1235,51-2051.00,Fiberglass Laminators and Fabricators,detailed,450,26.9,0.086,0.7,16.51,34340,16.79,34930
OH,0,Cross-industry,cross-industry,1235,51-2090.00,Miscellaneous Assemblers and Fabricators,detailed,84300,2.1,16.208,1.72,17.87,37170,17.78,36980
OH,0,Cross-industry,cross-industry,1235,51-3011.00,Bakers,detailed,6790,8.1,1.305,1.01,14.61,30380,13.95,29010
OH,0,Cross-industry,cross-industry,1235,51-3021.00,Butchers and Meat Cutters,detailed,5780,6.4,1.111,1.07,15.3,31830,14.31,29770
OH,0,Cross-industry,cross-industry,1235,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,2000,18.9,0.384,0.41,14.5,30160,14.21,29550
OH,0,Cross-industry,cross-industry,1235,51-3023.00,Slaughterers and Meat Packers,detailed,3550,7.7,0.682,1.11,14.7,30580,14.14,29420
OH,0,Cross-industry,cross-industry,1235,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",detailed,880,14.5,0.17,1.14,16.04,33360,14.43,30010
OH,0,Cross-industry,cross-industry,1235,51-3092.00,Food Batchmakers,detailed,7740,6.1,1.488,1.35,16.98,35310,17.21,35790
OH,0,Cross-industry,cross-industry,1235,51-3093.00,Food Cooking Machine Operators and Tenders,detailed,1210,11.4,0.233,1.23,17.02,35410,17.58,36560
OH,0,Cross-industry,cross-industry,1235,51-3099.00,"Food Processing Workers, All Other",detailed,1890,37.2,0.363,1.1,15.09,31390,14.13,29400
OH,0,Cross-industry,cross-industry,1235,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,4390,7.2,0.844,2,18.88,39270,18.05,37550
OH,0,Cross-industry,cross-industry,1235,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,1130,26.6,0.218,2.67,19.89,41370,18.61,38700
OH,0,Cross-industry,cross-industry,1235,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,4090,5.4,0.786,3.5,23.2,48250,23,47840
OH,0,Cross-industry,cross-industry,1235,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,17230,4.8,3.313,2.6,19.18,39890,18.09,37630
OH,0,Cross-industry,cross-industry,1235,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,280,14.5,0.053,1.1,20.26,42140,19.05,39620
OH,0,Cross-industry,cross-industry,1235,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,6980,9.4,1.343,2.79,18.13,37710,17.49,36380
OH,0,Cross-industry,cross-industry,1235,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,1700,10.9,0.328,2.34,21.63,44990,22.42,46640
OH,0,Cross-industry,cross-industry,1235,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,1280,10.7,0.246,2.32,22.48,46750,23.03,47900
OH,0,Cross-industry,cross-industry,1235,51-4041.00,Machinists,detailed,30260,3.2,5.819,2.46,21.42,44560,20.87,43410
OH,0,Cross-industry,cross-industry,1235,51-4051.00,Metal-Refining Furnace Operators and Tenders,detailed,970,14.4,0.187,1.7,20.75,43160,22,45770
OH,0,Cross-industry,cross-industry,1235,51-4052.00,"Pourers and Casters, Metal",detailed,580,6.5,0.112,2.4,22.87,47570,23.21,48280
OH,0,Cross-industry,cross-industry,1235,51-4061.00,"Model Makers, Metal and Plastic",detailed,270,30.7,0.051,1.97,27.94,58120,23.24,48340
OH,0,Cross-industry,cross-industry,1235,51-4062.00,"Patternmakers, Metal and Plastic",detailed,310,33.6,0.06,4.06,24.97,51950,23.91,49730
OH,0,Cross-industry,cross-industry,1235,51-4071.00,Foundry Mold and Coremakers,detailed,1380,8.4,0.266,2.75,20.05,41700,18.35,38160
OH,0,Cross-industry,cross-industry,1235,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,14760,5.7,2.838,2.45,17.66,36730,17.4,36200
OH,0,Cross-industry,cross-industry,1235,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,16460,4.9,3.164,3.31,20.27,42160,18.31,38080
OH,0,Cross-industry,cross-industry,1235,51-4111.00,Tool and Die Makers,detailed,6350,4.5,1.221,2.7,25.62,53280,23.86,49620
OH,0,Cross-industry,cross-industry,1235,51-4121.00,"Welders, Cutters, Solderers, and Brazers",detailed,17710,2.8,3.405,1.21,21.48,44670,21.64,45010
OH,0,Cross-industry,cross-industry,1235,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,1160,8.3,0.223,1.05,18.97,39460,18.18,37800
OH,0,Cross-industry,cross-industry,1235,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",detailed,1600,6.7,0.307,2.98,19.72,41020,19.15,39830
OH,0,Cross-industry,cross-industry,1235,51-4192.00,"Layout Workers, Metal and Plastic",detailed,60,12.3,0.011,0.23,23.57,49020,23.21,48280
OH,0,Cross-industry,cross-industry,1235,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,2040,7.4,0.393,1.71,17.86,37140,17.62,36650
OH,0,Cross-industry,cross-industry,1235,51-4194.00,"Tool Grinders, Filers, and Sharpeners",detailed,140,11.2,0.028,0.64,25.16,52330,24.19,50320
OH,0,Cross-industry,cross-industry,1235,51-4199.00,"Metal Workers and Plastic Workers, All Other",detailed,1040,23.9,0.199,1.5,19.87,41320,18.09,37630
OH,0,Cross-industry,cross-industry,1235,51-5111.00,Prepress Technicians and Workers,detailed,1440,11.1,0.276,1.51,20.09,41800,21.19,44080
OH,0,Cross-industry,cross-industry,1235,51-5112.00,Printing Press Operators,detailed,7980,6.5,1.535,1.49,18.97,39450,18.13,37710
OH,0,Cross-industry,cross-industry,1235,51-5113.00,Print Binding and Finishing Workers,detailed,1530,7.2,0.293,1.01,17.04,35440,17.11,35580
OH,0,Cross-industry,cross-industry,1235,51-6011.00,Laundry and Dry-Cleaning Workers,detailed,6210,4.2,1.195,1.07,12.46,25920,11.46,23840
OH,0,Cross-industry,cross-industry,1235,51-6021.00,"Pressers, Textile, Garment, and Related Materials",detailed,640,19.1,0.124,0.65,12.35,25680,11.47,23860
OH,0,Cross-industry,cross-industry,1235,51-6031.00,Sewing Machine Operators,detailed,4520,6,0.869,1.05,14.47,30100,14.27,29690
OH,0,Cross-industry,cross-industry,1235,51-6041.00,Shoe and Leather Workers and Repairers,detailed,260,9.4,0.049,1.23,13.93,28980,13.91,28940
OH,0,Cross-industry,cross-industry,1235,51-6051.00,"Sewers, Hand",detailed,660,47.3,0.127,4.29,15.34,31920,14.21,29560
OH,0,Cross-industry,cross-industry,1235,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",detailed,660,30.5,0.128,1.04,15.47,32180,14.53,30220
OH,0,Cross-industry,cross-industry,1235,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,detailed,..,..,..,..,13.65,28390,13.95,29020
OH,0,Cross-industry,cross-industry,1235,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",detailed,150,14.8,0.028,0.33,15.52,32270,14.62,30400
OH,0,Cross-industry,cross-industry,1235,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",detailed,200,20.6,0.039,0.34,12.51,26030,11.6,24120
OH,0,Cross-industry,cross-industry,1235,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",detailed,360,33.6,0.07,0.44,18.1,37650,18.09,37630
OH,0,Cross-industry,cross-industry,1235,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",detailed,730,14.3,0.14,1.4,20.32,42260,18.05,37550
OH,0,Cross-industry,cross-industry,1235,51-6093.00,Upholsterers,detailed,1260,14.8,0.243,1.22,18.19,37840,18.29,38050
OH,0,Cross-industry,cross-industry,1235,51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other",detailed,110,36.2,0.021,0.24,16.67,34670,14.45,30050
OH,0,Cross-industry,cross-industry,1235,51-7011.00,Cabinetmakers and Bench Carpenters,detailed,3670,9.7,0.706,1.07,18.72,38940,18.05,37540
OH,0,Cross-industry,cross-industry,1235,51-7021.00,Furniture Finishers,detailed,610,13.8,0.118,1.02,17.78,36980,17.74,36910
OH,0,Cross-industry,cross-industry,1235,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,1820,12.7,0.349,1.08,17.19,35760,17.83,37080
OH,0,Cross-industry,cross-industry,1235,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,3030,10.6,0.582,1.22,17.28,35950,17.48,36360
OH,0,Cross-industry,cross-industry,1235,51-7099.00,"Woodworkers, All Other",detailed,530,16.5,0.102,1.82,17.62,36650,17.92,37270
OH,0,Cross-industry,cross-industry,1235,51-8011.00,Nuclear Power Reactor Operators,detailed,70,4.8,0.014,0.41,56.25,117000,59.77,124330
OH,0,Cross-industry,cross-industry,1235,51-8012.00,Power Distributors and Dispatchers,detailed,590,10.7,0.114,1.67,41.54,86410,40.6,84450
OH,0,Cross-industry,cross-industry,1235,51-8013.00,Power Plant Operators,detailed,780,12.6,0.151,0.73,39.9,82990,38.87,80850
OH,0,Cross-industry,cross-industry,1235,51-8021.00,Stationary Engineers and Boiler Operators,detailed,780,9.2,0.149,0.71,30.29,62990,30.08,62560
OH,0,Cross-industry,cross-industry,1235,51-8031.00,Water and Wastewater Treatment Plant and System Operators,detailed,4550,5.2,0.875,1.02,24.82,51630,23.24,48340
OH,0,Cross-industry,cross-industry,1235,51-8091.00,Chemical Plant and System Operators,detailed,650,15.3,0.125,0.81,35.33,73480,36.97,76890
OH,0,Cross-industry,cross-industry,1235,51-8092.00,Gas Plant Operators,detailed,180,38.6,0.035,0.33,27.45,57100,22.83,47480
OH,0,Cross-industry,cross-industry,1235,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",detailed,830,27.9,0.16,0.66,43.65,90790,46.65,97040
OH,0,Cross-industry,cross-industry,1235,51-8099.00,"Plant and System Operators, All Other",detailed,210,8.4,0.041,0.37,24.74,51460,22.44,46660
OH,0,Cross-industry,cross-industry,1235,51-9011.00,Chemical Equipment Operators and Tenders,detailed,5970,4.6,1.148,1.52,24.18,50280,23.01,47850
OH,0,Cross-industry,cross-industry,1235,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed,1650,8.7,0.317,0.92,21.48,44680,18.52,38520
OH,0,Cross-industry,cross-industry,1235,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",detailed,1470,10.8,0.283,1.25,20.12,41850,18.5,38490
OH,0,Cross-industry,cross-industry,1235,51-9022.00,"Grinding and Polishing Workers, Hand",detailed,490,13.4,0.093,0.84,18.71,38910,18.13,37710
OH,0,Cross-industry,cross-industry,1235,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",detailed,5340,5.4,1.027,1.33,19.37,40280,18.13,37710
OH,0,Cross-industry,cross-industry,1235,51-9031.00,"Cutters and Trimmers, Hand",detailed,100,28.9,0.019,0.34,18.05,37530,18.18,37820
OH,0,Cross-industry,cross-industry,1235,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",detailed,2310,10.2,0.445,1.12,18.81,39130,18.09,37630
OH,0,Cross-industry,cross-industry,1235,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",detailed,4810,5.3,0.925,2.3,18.41,38300,17.92,37280
OH,0,Cross-industry,cross-industry,1235,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",detailed,1140,6.7,0.219,2.17,21.16,44010,22.95,47740
